,Attr1,Attr2,Attr3,Attr4,Attr5,Attr9,Attr13,Attr15,Attr19,Attr20,Attr21,Attr27,Attr28,Attr29,Attr30,Attr32,Attr37,Attr39,Attr41,Attr42,Attr43,Attr47,Attr52,Attr55,Attr57,Attr59
50,-0.16671,0.59899,-0.010436,0.98226,-42.677,0.92996,-0.09615,-1521.1,-0.11341,25.285,1.4356,-1.0391,-0.024717,4.6785,0.36577,133.57,44.029,-0.11173,-0.13945,-0.11173,110.38,23.514,0.36594,-497.75,-0.48182,0.03113
51,0.042134,0.41442,0.16336,1.419,55.097,1.0547,0.08567,2262.8,0.072604,17.759,1.1892,0.71795,0.36567,4.6609,0.52988,192.36,20.999,0.068071,0.21521,0.068071,251.92,18.73,0.527,7483.0,0.071953,0.041904
52,-0.097977,0.49226,0.10611,1.2155,-2.8295,0.92813,-0.056035,-2478.6,-0.074962,15.24,0.91101,-0.71774,0.26418,4.9723,0.28864,128.91,115.17273044663892,-0.077331,-0.2142,-0.077331,117.56,14.145,0.35317,9954.8,-0.22048,0.0
53,-0.042384,0.32784,0.12888,1.3934,-45.327,0.93803,-0.019916,-6405.3,-0.045184,116.23,0.90149,-1.385,0.23712,3.3304,0.31635,87.118,125.86062305985632,-0.46327,-4.801,-0.027694,165.52,79.434,0.23868,275.79,-0.063057,0.0
54,-0.11643,0.84466,-0.093854,0.88889,-209.05,1.1345,-0.054742,-4964.3,-0.10263,177.25,1.2346,-0.27661,-0.37663,3.445,0.73429,264.52,126.17895905765542,-0.027351,1.0124,-0.023376,237.67,172.54,0.72472,-261.51,-0.74954,0.0
55,0.10867,0.66898,-0.075335,0.78703,-46.667,2.2842,0.070605,1514.1,0.059681,30.314,1.1224,3.3113,-0.1044,3.2968,0.29185,61.409,0.28288,0.079509,0.10942,0.078292,43.429,32.933,0.16824,-149.2,0.3283,0.94727
56,0.042474,0.71604,-0.11651,0.76801,-46.067,2.6922,0.05072,1914.0,0.015777,27.086,1.1141,2.3059,-0.18968,3.3148,0.2618,70.282,125.09885753409732,0.031157,0.14289,0.027103,50.038,27.957,0.19255,-240.51,0.14958,0.0
57,0.11272,0.16038,0.53375,4.3281,185.15,1.1734,0.17729,359.15,0.15344,55.981,1.2065,1.7252,1.745,4.6607,-0.049126,74.715,99.66088847905476,0.14702,0.033564,0.14702,193.55,65.687,0.2047,24435.0,0.14304,0.0
58,0.12952,0.1231,0.27575,3.4549,319.67,0.14482,1.1553,268.57,1.118,42.406,0.55943,7.2718,0.45064,4.3536,-0.55574,144.57,118.62263694114957,-0.95828,0.021641,1.272,435.03,21.655,0.3961,6224.7,0.1477,0.0
59,-0.28444,0.65541,0.34755,1.5327,-57.62,2.7874,-0.093814,-914.81,-0.10204,84.575,0.68605,0.0,42.55517532440895,2.5152,0.23513,112.78,125.1682254154854,1.2e-05,0.95236,0.0,126.23,111.64,0.30898,113.81,-0.82544,0.0
60,0.006652,0.62545,0.14654,1.2507,-65.204,1.9796,0.029811,3868.5,0.008417,84.883,1.3607,1.603,0.54479,3.8783,0.30759,110.59,6.7457,0.025533,0.2407,0.02236,126.59,87.107,0.30299,1107.3,0.017759,0.10712
61,0.21482,0.30771,0.4181,2.3692,0.86927,1.2981,0.21653,399.58,0.20543,116.85,1.3197,253.52,1.5119,4.2357,0.2162,105.22,117.59094457032612,0.18401,0.03978,0.18753,195.81,143.2,0.28828,7194.9,0.31031,0.0
62,0.037841,0.16704,0.30711,2.8458,37.306,1.0296,0.060743,622.31,0.031415,33.744,1.1095,0.26066,0.58332,4.1107,0.002512,38.769,497.15,0.025315,0.062311,0.025315,70.139,34.744,0.10622,3963.0,0.049564,0.000855
63,0.040008,0.38663,0.44523,2.1566,58.587,1.0215,0.038464,2138.2,0.031643,3.6202,1.11,0.26942,2.6217,4.7466,-0.025109,83.647,482.63,0.026375,0.22316,0.026375,51.841,3.6981,0.22917,24840.0,0.13468,0.005672
64,0.053581,0.1644,0.33517,3.0388,38.521,1.079,0.12406,404.22,0.060598,67.642,1.1919,0.67573,0.66977,4.8753,0.1257,54.108,98.90638605358522,0.062624,0.035824,0.062624,147.24,72.987,0.14824,25152.0,0.079741,0.0
65,0.006617,0.41075,-3.6e-05,0.99964,-72.672,0.33342,0.078034,5762.2,0.019845,59.56,0.82461,1.2235,-4e-05,3.1289,1.1518,120.78,0.14053,0.10863,0.24614,0.10864,76.602,66.819,0.3309,-0.048,0.011229,0.53016
66,0.040134,0.52011,0.19671,1.4359,30.843,0.9373,0.089716,2257.5,0.054672,13.766,1.3291,6.1881,0.55882,5.4212,0.5549,202.21,8.9029,0.13092,0.20278,0.056172,215.59,15.787,0.55219,1.4359,0.0,0.15015
67,0.059409,0.43162,0.56838,2.3169,15.49,1.8698,0.03913,2153.2,0.03913,95.027,1.1249,916.82,39.8588587481106,2.874,0.16385,87.529,124.36185649573098,0.037426,0.20597,0.037358,169.95,98.722,0.23981,425.22,0.10452,0.0
68,0.045343,0.43138,0.33589,1.7932,58.318,1.0506,0.041474,2086.0,0.031713,11.205,1.3087,0.3348,1.3959,4.4944,0.052411,89.231,89.191,0.031869,0.18719,0.031869,84.458,11.772,0.24447,10486.0,0.21417,0.037256
69,1.1837,0.044045,0.5282,12.992,1017.0,0.27782,4.2608,13.581,4.2608,31.296,1.3793,0.0,1.2348,3.8614,-1.7201,90.296,121.16757155257088,0.34127,2.3893025629891453,0.0,64.291,48.836,0.24739,3838.5,1.2383,0.0
70,0.062692,0.68773,0.21468,1.3122,25.468,1.6522,0.050302,3020.4,0.037945,22.958,1.1435,7.0373,2.1997,3.9051,0.39335,158.27,122.87461181134704,0.040039,0.25129,0.042861,191.0,23.915,0.43362,1725.2,0.20076,0.0
71,0.071966,0.2192,0.48077,3.1933,31.309,1.1263,0.1321,528.5,0.07738,124.56,1.1187,0.92913,1.6024,4.641,0.17936,78.637,103.16720517790152,0.082493,0.04583,0.082493,216.48,140.3,0.21544,21036.0,0.096952,0.0
72,0.014059,0.27798,0.20508,2.1898,18.414,1.0268,0.086157,1352.0,0.023225,68.926,1.0403,0.30142,0.32942,4.9075,0.29813,74.167,2.0166,0.029356,0.11369,0.029356,150.5,70.773,0.2032,16573.0,0.019471,0.14627
73,0.06271,0.20015,0.3715,3.3909,77.072,0.90983,0.1322,607.35,0.087981,71.653,1.0453,38.122,0.78519,5.2706,0.21999,100.13,7.7785,0.37746,0.056775,0.084934,179.18,109.58,0.26116,3.3909,0.0,0.056072
74,0.017018,0.26303,0.007627,1.029,-28.405,1.0233,0.018771,3817.1,0.016513,29.984,1.3202,0.23195,0.010458,4.2279,0.18709,73.321,124.41596594684049,0.022667,0.25893,0.022667,70.195,30.683,0.20088,128.92,0.023254,0.0
75,0.077911,0.47453,0.35758,1.7708,28.972,1.0645,0.071747,1472.8,0.059253,51.927,1.186,0.62346,2.0035,4.7452,0.28066,109.97,55.537,0.058571,0.13394,0.058571,179.24,55.274,0.30129,19885.0,0.19133,0.026016
76,0.031586,0.4149,0.002403,1.0232,-33.758,0.71104,0.18757,1135.5,0.046796,19.969,1.0683,1.7111,0.002688,3.5569,0.56804,60.017,0.21607,0.11276,0.076765,0.1126,42.02,22.507,0.16443,8.66,0.053985,0.53182
77,0.14737,0.14178,0.75311,8.0718,338.8,0.86565,0.22662,263.8,0.20979,44.219,0.96154,25.11,5.3643,5.0113,-0.34927,55.264,744.06,0.18747,0.026588,0.18851,175.19,54.422,0.15141,77293.0,0.17171,0.001182
78,0.050086,0.6937,0.1654,1.3335,-10.032,1.4951,0.22405,755.86,0.033499,45.21,1.6131,0.0,0.48846,5.1951,0.46114,173.37,7.4481,0.002276,0.081164,0.0,160.09,64.734,0.47498,25921.0,0.16352,0.20873
79,0.00022,0.82575,-0.10236,0.81468,-86.568,1.0469,0.038052,7346.4,0.004776,44.255,1.0154,0.46759,-0.18609,5.91,0.75384,195.74,1.1675,0.044666,0.32305,0.044666,145.92,46.329,0.53628,-83191.0,0.001264,1.5692
80,0.002135,0.41694,0.042219,1.1013,-60.443,1.0122,0.020405,5775.8,0.001653,69.565,1.2745,0.15727,0.078062,4.1645,0.30431,119.29,123.59659722816284,0.015537,0.30959,0.015537,121.24,70.413,0.32683,616.65,0.003799,0.0
81,-0.10858,0.20944,0.5718,3.7301,59.197,0.93082,-0.018045,-2588.7,-0.065844,65.227,1.0151,-0.66045,2.6139,3.7252,0.040606,43.48,122.39461542912694,-0.070954,-0.18172,-0.070954,141.66,60.715,0.11912,3036.8,-0.13834,0.0
82,0.044829,0.16757,0.31015,2.8509,15.809,1.0423,0.086172,587.65,0.042153,78.488,1.2428,0.38625,0.59384,4.4433,0.073975,52.78,116.09748875448471,0.037058,0.056258,0.037058,120.16,81.806,0.1446,8607.3,0.06452,0.0
83,-0.2085,1.111,-0.26292,0.76034,-312.62,0.64889,-0.26258,-2380.0,-0.32131,151.43,1.0204,0.0,-1.5852,4.0201,1.7065,611.55,805.66,0.005014,0.97182,0.0,465.23,150.07,1.6755,-2753.7,1.878,-0.006316
84,0.21932,0.44236,0.47477,2.0733,28.536,1.1417,0.11529,661.58,0.10361,55.932,0.77393,1.1511,5.7294,4.0347,0.19959,87.083,119.6907647349449,0.10082,0.061068,0.10082,153.79,63.859,0.23858,5142.5,0.39376,0.0
85,-0.10673,0.79461,-0.21288,0.7321,-24.672,3.6256,0.030729,2603.3,-0.029437,2.1284,1.1975,-2.2219,-0.50895,2.0171,0.17392,78.43,124.76890793043944,-0.019978,0.1833,-0.02031,41.6,2.0867,0.21488,-22.142,-0.51964,0.0
86,-0.055397,0.57698,-0.014455,0.97495,-28.848,0.97458,0.00331,38392.0,-0.024542,25.157,1.101,-0.2914,-0.033042,5.117,0.15485,123.83,121.0992975664467,-0.0299,-5.5879,-0.0299,52.48,24.518,0.33927,-1892.3,-0.13709,0.0
87,-0.004475,0.43,0.054902,1.1277,-34.094,0.99978,0.013039,10794.0,-0.004013,51.916,1.2587,0.24938,0.10659,5.5419,0.27094,140.71,103.55014317301882,0.024943,0.30187,0.024943,116.82,51.905,0.38551,19121.0,-0.008558,0.0
88,0.003106,0.50524,0.49059,2.5511,-33.355,0.65598,0.023309,12061.0,0.004735,302.54,1.3252,0.87244,2.5403,3.9361,0.76857,194.08,1.399,0.093192,0.27933,0.073339,447.89,333.63,0.53172,4235.1,0.006278,0.38019
89,0.0,1.4034,-0.61493,0.56327,-1018.6,0.45177,-0.76198,-1488.0,-0.7624,539.84,0.56126,-1.6896,-2.9719,3.8475,3.1052,1132.7,129.79124666496952,-0.004301,-0.21639,-0.47894,640.23,537.53,3.1033,-4328.1,0.0,0.0
90,0.22993,0.12329,0.70236,6.7061,123.23,1.8078,0.16124,154.38,0.1574,37.675,1.3277,15.866,4.0238,4.0961,-0.048965,29.782,116.0071112184476,0.16555,0.013908,0.15961,123.54,45.149,0.081593,8763.3,0.26227,0.0
91,-0.005758,0.47957,0.1196,1.2494,-14.015,1.0117,0.027905,4377.8,-0.003637,43.962,0.97205,-0.070359,0.29837,5.0485,0.22099,123.6,110.53878972290212,-0.006954,0.44753,-0.006954,111.03,44.479,0.33862,13374.0,-0.011313,0.0
92,0.11544,0.28094,0.6177,3.1987,114.52,1.072,0.079736,617.89,0.070298,0.5968,1.1452,0.74677,6.0941,4.6348,0.094169,52.814,97.34278777808024,0.069663,0.056103,0.069663,142.19,0.63976,0.1447,26643.0,0.16274,0.0
93,0.042231,0.67608,-0.039524,0.9291,-104.59,1.0588,0.040306,5782.6,0.039886,52.498,0.97309,0.0,-0.08199,4.4129,0.63612,249.51,7.5986,0.029537,50.734,0.0,162.16,68.159,0.68359,-1022.7,0.13037,0.14856
94,0.13707,0.3644,0.036205,1.0994,1.212,1.0672,0.14317,408.22,0.077604,4.4889,1.1411,0.88589,0.060402,4.1524,0.064978,62.369,124.55336938499752,0.083013,0.035431,0.083013,29.277,4.7904,0.17087,514.23,0.23022,0.0
95,0.22771,0.84065,-0.1623,0.80532,-144.56,1.2028,0.17008,1197.2,0.15085,78.622,2.037,1.867,-0.49384,4.6165,0.47851,242.87,49.532,0.15522,0.10514,0.15522,132.54,94.564,0.66541,-6711.1,3.9197,0.12051
96,0.005787,0.65884,0.18891,1.2867,3.4508,1.0007,0.014163,9389.3,0.004844,34.302,1.2157,0.12175,1.2408,4.2604,0.34045,133.08,120.09170598202223,0.012166,0.5575,0.012166,162.03,34.327,0.36461,3440.9,0.016964,0.0
97,0.022612,0.65596,0.16212,1.3754,-101.05,0.97933,0.097977,3346.9,0.040974,177.46,1.0508,0.77264,0.39927,4.3134,0.88524,211.41,1.0662,0.078895,0.21735,0.078895,289.75,173.79,0.57922,3336.5,0.10061,0.99722
98,-0.053198,0.47965,0.61716,2.7108,18.943,1.3975,-0.035627,-3516.3,-0.038066,131.22,1.1232,-2.1809,27.935,3.4859,0.33657,90.34,3.9987,-0.042922,-0.30425,-0.040042,243.0,125.82,0.24751,1889.5,-0.10223,0.22851
99,0.22332,0.30127,0.58993,3.4216,63.23,2.0134,0.15583,350.49,0.13787,53.23,2.0688,18.334,3.5442,4.114,0.14809,51.65,117.1111612928975,0.14496,0.033469,0.13107,150.5,62.254,0.14151,7670.2,0.3196,0.0
100,0.037473,0.38094,0.034552,1.1148,-45.029,0.81528,0.076899,2217.8,0.045964,55.992,1.4803,2.3431,0.051993,4.7661,0.4587,141.8,3.3384,0.050003,0.14169,0.078986,145.62,58.94,0.3885,2016.4,0.060533,0.10179
101,-0.038583,0.029774,0.92389,32.03,6639.0,0.067704,-0.49397,-324.96,-0.56988,72.4,0.15276,463.9818704883489,19.941,3.9109,-12.117,199.51,117.46246790023632,0.010525,0.1931,0.0,554.47,89.986,0.54659,7524.8,-0.039768,0.0
102,0.17441,0.25305,0.49468,3.6883,86.144,1.161,0.17907,362.95,0.15437,43.26,1.251,1.879,1.5396,4.4833,0.10232,54.871,7.3905,0.16185,0.031382,0.16185,135.95,50.225,0.15033,15054.0,0.24488,0.096938
103,0.17441,0.25305,0.49468,3.6883,86.144,1.161,0.17907,362.95,0.15437,43.26,1.251,1.879,1.5396,4.4833,0.10232,54.871,7.3905,0.16185,0.031382,0.16185,135.95,50.225,0.15033,15054.0,0.24488,0.096938
104,0.001816,0.37885,0.24137,2.0407,-0.007524,1.0023,0.028234,3925.7,0.003313,70.409,1.2139,0.075173,0.45827,4.9954,0.28163,68.01,1.5833,0.0075,0.30794,0.0075,130.21,70.574,0.18633,23885.0,0.003201,0.25899
105,-0.1177,0.71311,0.30818,1.718,-736.5,1.0511,0.14629,1692.6,-0.11198,205.42,0.78577,0.0,1.1735,2.9169,0.67541,356.38,0.51352,0.05468,0.087558,0.0,233.95,491.22,0.97639,254.54,-0.41028,0.9896
